Entry,Entry_species,Species,Population,Date,ID,Flower_No.,Genotype,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Size category,Tunnel_len,Entr_len,Entr_Height,ID.1,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,seeds,weight,Avg.weight,Unnamed: 28,Unnamed: 29,Area,NET ID,No. flowers,Unnamed: 33,NO.,Group,Unnamed: 36,Unnamed: 37,ID.2,Size,No. flowers.1,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,ID.3,Unnamed: 47,Size.1,No. flowers.2,Location,Unnamed: 51,Unnamed: 52,Unnamed: 53,ID.4,Unnamed: 55,Size.2,No. flowers.3,Location.1,Unnamed: 59,Yer-BASECAMP,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,ID.5,Unnamed: 70,Size.3,No. flowers.4,Location.2,Unnamed: 74,Unnamed: 75,Location.3,ID.6,Unnamed: 78,Size.4,No. flowers.5,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Area.1,NET ID.1,Tag,No. of flowers,Unnamed: 91,Area.2,NET ID.2,Tag.1,No. of flowers.1
143,67,I.atropurpurea,KUR,2023-03-01,200,2,KUR_200.2,61.2,48.5,1.2618556701030927,2968.2000000000003,29.682,,,,,200,,,,,,,0.0,0.0,0.0,0.0,,,,,,,163.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,65,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,86,I.atropurpurea,KUR,2023-03-08,140,2,KUR_140.2,48.4,61.5,0.7869918699186992,2976.6,29.766000000000002,,,,,140,,,,,,,0.0,0.0,0.0,0.0,,,,,,,164.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,66,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,91,I.atropurpurea,KUR,2023-03-08,195,4,KUR_195.4,60.4,51.2,1.1796875,3092.48,30.9248,,26.1,10.2,8.5,195,,,,,,,0.0,0.0,0.0,0.0,,,,,,,165.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,67,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,18,I.atropurpurea,KUR,2023-02-23,190,2,KUR_190.2,62.0,50.6,1.225296442687747,3137.2000000000003,31.372000000000003,,,,,190,,,,,,,1.0,34.0,866.7,25.491176470588236,,,,,,,166.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,68,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,105,I.atropurpurea,KUR,2023-03-13,206,2,KUR_206.2,59.4,53.0,1.120754716981132,3148.2,31.481999999999996,,23.3,11.8,7.5,206,,,,,,,0.0,0.0,0.0,0.0,,,,,,,168.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,69,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,40,I.atropurpurea,KUR,2023-03-01,196,2,KUR_196.2,59.4,53.5,1.1102803738317757,3177.9,31.778999999999996,,24.1,4.9,7.5,196,,,,,,,0.0,0.0,0.0,0.0,,,,,,,168.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,70,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,13,I.atropurpurea,KUR,2023-02-23,189,2,KUR_189.2,62.0,51.6,1.2015503875968991,3199.2000000000003,31.992,,22.4,11.2,6.3,189,,,,,,,1.0,6.0,147.4,24.566666666666666,,,,,,,169.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,71,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,14,I.atropurpurea,KUR,2023-02-23,189,3,KUR_189.3,61.2,52.8,1.1590909090909092,3231.36,32.313599999999994,,23.6,11.3,8,189,,,,,,,1.0,7.0,205.3,29.32857142857143,,,,,,,170.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,72,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,62,I.atropurpurea,KUR,2023-03-01,184,4,KUR_184.4,56.6,57.6,0.9826388888888888,3260.1600000000003,32.6016,,,,,184,,,,,,,0.0,0.0,0.0,0.0,,,,,,,171.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,73,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,16,I.atropurpurea,KUR,2023-02-23,155,2,KUR_155.2,59.3,55.5,1.0684684684684684,3291.1499999999996,32.9115,,25.0,14.8,7.6,155,,,,,,,0.0,0.0,0.0,0.0,,,,,,,172.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,74,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,24,I.atropurpurea,KUR,2023-02-23,191,5,KUR_191.5,60.5,54.6,1.1080586080586081,3303.3,33.033,,,,,191,,,,,,,1.0,11.0,318.2,28.927272727272726,,,,,,,173.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,75,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,112,I.atropurpurea,KUR,2023-03-13,183,2,KUR_183.2,62.6,53.3,1.174484052532833,3336.58,33.3658,,28.0,11.3,8.9,183,,,,,,,,,,,,,,,,,174.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,76,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,45,I.atropurpurea,KUR,2023-03-01,139,2,KUR_139.2,62.8,54.2,1.158671586715867,3403.76,34.0376,,,,,139,,,,,,,0.0,0.0,0.0,0.0,,,,,,,175.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,77,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,38,I.atropurpurea,KUR,2023-03-01,195,2,KUR_195.2,61.7,55.2,1.1177536231884058,3405.84,34.058400000000006,,28.9,10.1,8.4,195,,,,,,,1.0,14.0,644.4,46.028571428571425,,,,,,,176.0,Blue,,,,,,,,,,,,,,,,,,,,,,,,,78,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,92,I.atropurpurea,KUR,2023-03-08,195,5,KUR_195.5,61.3,56.3,1.088809946714032,3451.1899999999996,34.5119,,25.6,10.4,8,195,,,,,,,0.0,0.0,0.0,0.0,,,,,,,17.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,79,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,56,I.atropurpurea,KUR,2023-03-01,190,3,KUR_190.3,62.6,55.3,1.1320072332730562,3461.7799999999997,34.617799999999995,,27.2,9.3,7.6,190,,,,,,,0.0,0.0,0.0,0.0,,,,,,,18.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,80,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,30,I.atropurpurea,KUR,2023-03-01,193,2,KUR_193.2,60.3,58.5,1.0307692307692307,3527.5499999999997,35.275499999999994,,,,,193,,,,,,,,,,,,,,,,,19.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,81,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,21,I.atropurpurea,KUR,2023-02-23,191,2,KUR_191.2,56.8,62.3,0.9117174959871589,3538.64,35.386399999999995,,26.4,8.8,7,191,,,,,,,0.0,0.0,0.0,0.0,,,,,,,22.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,82,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,23,I.atropurpurea,KUR,2023-02-23,191,4,KUR_191.4,60.9,58.2,1.0463917525773194,3544.38,35.4438,,,,,191,,,,,,,0.0,0.0,0.0,0.0,,,,,,,23.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,83,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,31,I.atropurpurea,KUR,2023-03-01,193,3,KUR_193.3,65.1,54.7,1.1901279707495427,3560.97,35.609700000000004,,,,,193,,,,,,,0.0,0.0,0.0,0.0,,,,,,,128.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,84,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,48,I.atropurpurea,KUR,2023-03-01,197,2,KUR_197.2,65.0,55.7,1.1669658886894074,3620.5,36.205,,,,,197,,,,,,,0.0,0.0,0.0,0.0,,,,,,,129.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,85,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,59,I.atropurpurea,KUR,2023-03-01,199,2,KUR_199.2,64.3,56.4,1.1400709219858156,3626.5199999999995,36.26519999999999,,,,,199,,,,,,,,,,,,,,,,,130.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,86,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,106,I.atropurpurea,KUR,2023-03-13,201,3,KUR_201.3,62.0,59.4,1.043771043771044,3682.7999999999997,36.827999999999996,,23.8,13.2,7.9,201,,,,,,,0.0,0.0,0.0,0.0,,,,,,,131.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,87,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,46,I.atropurpurea,KUR,2023-03-01,139,3,KUR_139.3,64.2,57.5,1.1165217391304347,3691.5,36.915,,28.9,14.7,7.4,139,,,,,,,0.0,0.0,0.0,0.0,,,,,,,132.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,88,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,61,I.atropurpurea,KUR,2023-03-01,184,3,KUR_184.3,64.3,58.2,1.1048109965635737,3742.26,37.4226,,23.7,10.4,7.3,184,,,,,,,0.0,0.0,0.0,0.0,,,,,,,133.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,89,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,95,I.atropurpurea,KUR,2023-03-08,204,3,KUR_204.3,65.3,57.5,1.1356521739130434,3754.75,37.5475,,25.5,11.4,6.7,204,,,,,,,1.0,12.0,443.1,36.925000000000004,,,,,,,134.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,90,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,43,I.atropurpurea,KUR,2023-03-01,187,4,KUR_187.4,70.5,53.7,1.312849162011173,3785.8500000000004,37.8585,,30.0,10.0,9.1,187,,,,,,,0.0,0.0,0.0,0.0,,,,,,,135.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,91,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,100,I.atropurpurea,KUR,2023-03-08,205,2,KUR_205.2,66.3,57.4,1.1550522648083623,3805.62,38.056200000000004,,29.5,12.5,7.6,205,,,,,,,0.0,0.0,0.0,0.0,,,,,,,136.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,92,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,55,I.atropurpurea,KUR,2023-03-01,179,2,KUR_179.2,65.7,58.5,1.123076923076923,3843.4500000000003,38.4345,,,,,179,,,,,,,0.0,0.0,0.0,0.0,,,,,,,137.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,93,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,63,I.atropurpurea,KUR,2023-03-01,184,5,KUR_184.5,66.1,58.2,1.13573883161512,3847.02,38.4702,,,,,184,,,,,,,0.0,0.0,0.0,0.0,,,,,,,138.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,94,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,108,I.atropurpurea,KUR,2023-03-13,204,6,KUR_204.6,67.9,56.9,1.193321616871705,3863.51,38.6351,,27.9,11.4,11.6,204,,,,,,,0.0,0.0,0.0,0.0,,,,,,,139.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,95,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,115,I.atropurpurea,KUR,2023-03-13,209,2,KUR_209.2,70.2,55.1,1.2740471869328494,3868.0200000000004,38.6802,,27.9,13.8,8.9,209,,,,,,,0.0,0.0,0.0,0.0,,,,,,,140.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,96,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,I.atropurpurea,KUR,2023-02-14,184,2,KUR_184.2,57.7,67.8,0.8510324483775812,3912.06,39.120599999999996,,23.9,10.0,3.5,184,,,,,,,0.0,0.0,0.0,0.0,,,,,,,155.0,Brown,,,,,,,,,,,,,,,,,,,,,,,,,97,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,22,I.atropurpurea,KUR,2023-02-23,191,3,KUR_191.3,69.1,56.7,1.2186948853615518,3917.97,39.1797,,29.9,9.3,8.9,191,,,,,,,0.0,0.0,0.0,0.0,,,,,,,36.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,98,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,9,I.atropurpurea,KUR,2023-02-23,187,2,KUR_187.2,69.0,57.5,1.2,3967.5,39.675000000000004,,,,,187,,,,,,,0.0,0.0,0.0,0.0,,,,,,,37.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,99,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,97,I.atropurpurea,KUR,2023-03-08,204,5,KUR_204.5,66.6,60.3,1.1044776119402984,4015.9799999999996,40.15979999999999,,,,,204,,,,,,,0.0,0.0,0.0,0.0,,,,,,,38.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,100,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,69,I.atropurpurea,KUR,2023-03-08,162,2,KUR_162.2,66.2,61.7,1.072933549432739,4084.5400000000004,40.8454,,25.3,11.1,5.9,162,,,,,,,,,,,,,,,,,39.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,101,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,116,I.atropurpurea,KUR,2023-03-13,209,3,KUR_209.3,71.9,57.2,1.256993006993007,4112.68,41.12680000000001,,26.4,12.8,8.7,209,,,,,,,0.0,0.0,0.0,0.0,,,,,,,40.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,102,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,89,I.atropurpurea,KUR,2023-03-08,194,3,KUR_194.3,70.3,58.7,1.1976149914821124,4126.61,41.266099999999994,,24.9,13.1,7.4,194,,,,,,,0.0,0.0,0.0,0.0,,,,,,,41.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,103,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,117,I.atropurpurea,KUR,2023-03-13,209,4,KUR_209.4,57.1,75.5,0.7562913907284768,4311.05,43.1105,,24.7,13.0,8.4,209,,,,,,,0.0,0.0,0.0,0.0,,,,,,,42.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,104,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,84,I.atropurpurea,KUR,2023-03-08,197,4,KUR_197.4,73.5,59.7,1.2311557788944723,4387.95,43.8795,,27.5,12.8,7.5,197,,,,,,,0.0,0.0,0.0,0.0,,,,,,,43.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,105,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,98,I.atropurpurea,KUR,2023-03-08,192,2,KUR_192.2,72.1,62.0,1.1629032258064516,4470.2,44.702,,28.6,12.2,8,192,,,,,,,1.0,10.0,483.8,48.38,,,,,,,44.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,106,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,65,I.atropurpurea,KUR,2023-03-01,177,2,KUR_177.2,71.5,62.8,1.138535031847134,4490.2,44.902,,29.5,11.6,10.4,177,,,,,,,0.0,0.0,0.0,0.0,,,,,,,45.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,107,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10,I.atropurpurea,KUR,2023-02-23,187,3,KUR_187.3,66.7,67.6,0.9866863905325445,4508.92,45.0892,,,,,187,,,,,,,0.0,0.0,0.0,0.0,,,,,,,46.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,108,Hill - Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,107,I.atropurpurea,KUR,2023-03-13,202,3,KUR_202.3,76.0,59.5,1.2773109243697478,4522.0,45.22,,30.5,14.9,6.4,202,,,,,,,0.0,0.0,0.0,0.0,,,,,,,47.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,109,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,50,I.atropurpurea,KUR,2023-03-01,188,2,KUR_188.2,67.8,68.0,0.9970588235294118,4610.4,46.10399999999999,,29.6,14.5,6.5,188,,,,,,,0.0,0.0,0.0,0.0,,,,,,,48.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,110,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,94,I.atropurpurea,KUR,2023-03-08,204,2,KUR_204.2,74.4,63.7,1.1679748822605966,4739.280000000001,47.3928,,33.4,10.5,8.3,204,,,,,,,0.0,0.0,0.0,0.0,,,,,,,49.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,111,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,28,I.atropurpurea,KUR,2023-02-23,147,2,KUR_147.2,72.7,65.3,1.1133231240428791,4747.31,47.473099999999995,,29.2,13.1,9.9,147,,,,,,,0.0,0.0,0.0,0.0,,,,,,,50.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,112,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,96,I.atropurpurea,KUR,2023-03-08,204,4,KUR_204.4,73.9,65.3,1.1316998468606434,4825.67,48.2567,,,,,204,,,,,,,0.0,0.0,0.0,0.0,,,,,,,51.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,113,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,36,I.atropurpurea,KUR,2023-03-01,194,2,KUR_194.2,75.0,69.5,1.079136690647482,5212.5,52.125,,28.1,12.9,7.1,194,,,,,,,0.0,0.0,0.0,0.0,,,,,,,52.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,114,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,49,I.atropurpurea,KUR,2023-03-01,197,3,KUR_197.3,69.0,79.1,0.8723135271807839,5457.9,54.579,,29.1,14.6,5.9,197,,,,,,,0.0,0.0,0.0,0.0,,,,,,,154.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,115,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,110,I.atropurpurea,KUR,2023-03-13,207,2,KUR_207.2,76.9,74.8,1.0280748663101607,5752.12,57.5212,,30.1,14.6,8.2,207,,,,,,,0.0,0.0,0.0,0.0,,,,,,,156.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,116,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,32,I.atropurpurea,KUR,2023-03-01,193,4,KUR_193.4,80.0,75.5,1.0596026490066226,6040.0,60.4,,29.0,15.7,7.4,193,,,,,,,,,,,,,,,,,157.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,117,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,I.atropurpurea,NET,2023-02-21,51,1,NET_51.1,89.7,75.0,1.196,6727.5,67.275,,32.8,17.2,11.9,51,18.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,906.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,118,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,I.atropurpurea,NET,2023-03-05,910,1,NET_910.1,61.1,54.7,1.117001828153565,3342.17,33.42170000000001,,27.4,12.8,8,910,13.0,4.0,9.0,,,,,,,,,,,,,,907.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,119,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,I.atropurpurea,NET,2023-02-13,56,1,NET_56.1,68.3,65.7,1.039573820395738,4487.31,44.8731,,30.4,17.8,5.1,56,9.0,5.0,4.0,3.0,0.0,3.0,1.0,13.0,758.9,58.37692307692308,,,,,,,911.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,120,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,16,I.atropurpurea,NET,2023-02-21,77,1,NET_77.1,79.0,65.0,1.2153846153846153,5135.0,51.35,,33.7,15.0,8.3,77,9.0,2.0,7.0,1.0,3.0,4.0,1.0,6.0,272.3,45.38333333333333,,,,,,,912.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,121,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,41,I.atropurpurea,NET,2023-03-05,902,1,NET_902.1,77.2,63.9,1.2081377151799688,4933.08,49.3308,,32.2,13.9,9,902,8.0,1.0,7.0,1.0,,,1.0,45.0,2128.5,47.3,,,,,,,913.0,Green,,,,,,,,,,,,,,,,,,,,,,,,,122,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,44,I.atropurpurea,NET,2023-03-05,47,1,NET_47.1,57.5,53.4,1.0767790262172285,3070.5,30.705,,,,,47,6.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,20.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,123,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2,I.atropurpurea,NET,2023-02-13,165,1,NET_165.1,81.4,71.4,1.1400560224089635,5811.960000000001,58.119600000000005,,26.2,15.1,8.2,165,6.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,21.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,124,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,18,I.atropurpurea,NET,2023-02-21,80,1,NET_80.1,74.5,61.4,1.213355048859935,4574.3,45.743,,28.3,18.0,8,80,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,77.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,125,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,21,I.atropurpurea,NET,2023-02-21,162,1,NET_162.1,77.4,66.9,1.15695067264574,5178.06,51.78060000000001,,26.5,10.0,6.2,162,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,78.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,126,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,I.atropurpurea,NET,2023-02-21,908,1,NET_908.1,72.8,61.3,1.1876019575856445,4462.639999999999,44.6264,,31.1,19.3,5.9,908,4.0,2.0,2.0,,,,,,,,,,,,,,79.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,127,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,25,I.atropurpurea,NET,2023-02-26,104,1,NET_104.1,75.9,61.4,1.236156351791531,4660.26,46.6026,,29.5,14.0,9,104,4.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,80.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,128,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,8,I.atropurpurea,NET,2023-02-21,907,1,NET_907.1,74.54,66.2,1.1259818731117825,4934.548000000001,49.34548,,28.2,16.2,7.2,907,4.0,1.0,3.0,1.0,0.0,1.0,1.0,7.0,280.2,40.028571428571425,,,,,,,81.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,129,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,29,I.atropurpurea,NET,2023-02-26,175,1,NET_175.1,77.8,67.1,1.15946348733234,5220.379999999999,52.20379999999999,,33.1,14.1,8.8,175,4.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,220.5,44.1,,,,,,,82.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,130,Hill - right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,39,I.atropurpurea,NET,2023-03-05,174,1,NET_174.1,55.2,58.0,0.9517241379310345,3201.6000000000004,32.016,,24.0,12.7,7.9,174,3.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,104.1,34.699999999999996,,,,,,,141.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,131,Left - Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,I.atropurpurea,NET,2023-02-26,3,1,NET_3.1,63.4,55.0,1.1527272727272726,3487.0,34.87,,,,,3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,142.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,132,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,33,I.atropurpurea,NET,2023-02-26,911,1,NET_911.1,75.4,66.0,1.1424242424242426,4976.400000000001,49.764,,29.5,14.0,7.8,911,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,143.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,133,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,I.atropurpurea,NET,2023-02-26,10,1,NET_10.1,96.0,78.5,1.2229299363057324,7536.0,75.36,,31.6,11.1,7.4,10,3.0,2.0,1.0,1.0,0.0,1.0,1.0,14.0,1008.5,72.03571428571429,,,,,,,144.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,134,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,51,I.atropurpurea,NET,2023-03-12,87,1,NET_87.1,58.9,45.3,1.3002207505518764,2668.1699999999996,26.681699999999996,,27.0,11.2,10.9,87,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,145.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,135,Middle - stream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,46,I.atropurpurea,NET,2023-03-05,29,1,NET_29.1,61.0,57.2,1.0664335664335665,3489.2000000000003,34.892,,,,,29,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,146.0,Orange,,,,,,,,,,,,,,,,,,,,,,,,,136,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
