Entry,Entry_species,Species,Population,Date,Days,Day_fl,ID,Flower_No.,Genotype,Area,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Tunnel_len,Entr_len,Entr_Height,ID.1,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,Seeds,Relative fitness_seeds,Weight,Avg.weight,Fruit_set,Relative fitness_pop,Relative fitness_all,Seed_set_gen,Rel.fit.seeds.gen,Seed_set_efficiency,Rel.fit.seed.efficiency,Unnamed: 38,Unnamed: 39,AVG. Seeds,AVG. Fruit_set,AVG. Seed_set,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53
155,95,I.atropurpurea,KUR,2023-03-08,22,23,204,3,KUR_204.3,Blue,65.3,57.5,1.1356521739130434,3754.75,37.5475,25.5,11.4,6.7,204,,,,,,,1.0,12.0,7.974683544303797,443.1,36.925000000000004,,,,,,,,,,,,,,157,46,,,,,,,,
156,96,I.atropurpurea,KUR,2023-03-08,22,23,204,4,KUR_204.4,Blue,73.9,65.3,1.1316998468606434,4825.67,48.2567,,,,204,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,161,10,,,,,,,,
157,97,I.atropurpurea,KUR,2023-03-08,22,23,204,5,KUR_204.5,Blue,66.6,60.3,1.1044776119402984,4015.9799999999996,40.15979999999999,,,,204,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,163,16,,,,,,,,
158,108,I.atropurpurea,KUR,2023-03-13,27,28,204,6,KUR_204.6,Blue,67.9,56.9,1.193321616871705,3863.51,38.6351,27.9,11.4,11.6,204,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,165,83,,,,,,,,
159,99,I.atropurpurea,KUR,2023-03-08,22,23,205,1,KUR_205.1,Red,60.8,58.3,1.0428816466552315,3544.64,35.446400000000004,26.5,12.9,6.6,205,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,167,91,,,,,,,,
160,100,I.atropurpurea,KUR,2023-03-08,22,23,205,2,KUR_205.2,Red,66.3,57.4,1.1550522648083623,3805.62,38.056200000000004,29.5,12.5,7.6,205,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,168,84,,,,,,,,
161,104,I.atropurpurea,KUR,2023-03-13,27,28,206,1,KUR_206.1,Yellow,62.6,50.8,1.2322834645669292,3180.08,31.8008,23.8,10.8,9.0,206,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,170,120,,,,,,,,
162,105,I.atropurpurea,KUR,2023-03-13,27,28,206,2,KUR_206.2,Yellow,59.4,53.0,1.120754716981132,3148.2,31.481999999999996,23.3,11.8,7.5,206,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,172,22,,,,,,,,
163,109,I.atropurpurea,KUR,2023-03-13,27,28,207,1,KUR_207.1,Blue,69.8,67.7,1.0310192023633677,4725.46,47.2546,29.9,10.4,8.7,207,10.0,2.0,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,173,15,,,,,,,,
164,110,I.atropurpurea,KUR,2023-03-13,27,28,207,2,KUR_207.2,Blue,76.9,74.8,1.0280748663101607,5752.12,57.5212,30.1,14.6,8.2,207,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,174,45,,,,,,,,
165,113,I.atropurpurea,KUR,2023-03-13,27,28,208,1,KUR_208.1,Red,66.2,52.4,1.2633587786259544,3468.88,34.6888,24.8,11.9,10.3,208,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,175,0,,,,,,,,
166,114,I.atropurpurea,KUR,2023-03-13,27,28,209,1,KUR_209.1,Red,71.2,55.5,1.2828828828828829,3951.6000000000004,39.516,26.4,12.5,9.9,209,13.0,4.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,2.6976197472818098,5.561236915478618,,,,,,,,,,,177,0,,,,,,,,
167,115,I.atropurpurea,KUR,2023-03-13,27,28,209,2,KUR_209.2,Red,70.2,55.1,1.2740471869328494,3868.0200000000004,38.6802,27.9,13.8,8.9,209,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,179,82,,,,,,,,
168,116,I.atropurpurea,KUR,2023-03-13,27,28,209,3,KUR_209.3,Red,71.9,57.2,1.256993006993007,4112.68,41.12680000000001,26.4,12.8,8.7,209,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,181,90,,,,,,,,
169,117,I.atropurpurea,KUR,2023-03-13,27,28,209,4,KUR_209.4,Red,57.1,75.5,0.7562913907284768,4311.05,43.1105,24.7,13.0,8.4,209,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,185,36,,,,,,,,
170,249,I.petrana,YER,2023-03-22,13,14,1,1,YER_1.1,Middle - stream,42.1,44.2,0.9524886877828054,1860.8200000000002,18.6082,26.2,9.3,9.7,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,188,6,,,,,,,,
171,130,I.petrana,YER,2023-03-19,10,11,2,1,YER_2.1,Middle - stream,56.8,59.9,0.9482470784641068,3402.3199999999997,34.0232,29.2,14.5,8.8,2,4.0,1.0,3.0,1.0,2.0,3.0,1.0,21.0,1.3221549112938122,676.5,32.214285714285715,0.75,1.118612846756661,2.306059281994832,,,,,,,,,,,192,51,,,,,,,,
172,131,I.petrana,YER,2023-03-19,10,11,5,1,YER_5.1,Middle - stream,65.1,61.8,1.0533980582524272,4023.1799999999994,40.2318,28.8,17.6,8.5,5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,34.0,2.1406317611423624,2084.4,61.30588235294118,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,193,62,,,,,,,,
173,251,I.petrana,YER,2023-03-22,13,14,7,1,YER_7.1,Middle - stream,48.8,48.9,0.9979550102249488,2386.3199999999997,23.8632,30.0,11.4,9.4,7,5.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,0.18887927304197316,103.9,34.63333333333333,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,195,122,,,,,,,,
174,252,I.petrana,YER,2023-03-22,13,14,7,2,YER_7.2,Middle - stream,54.0,57.5,0.9391304347826087,3105.0,31.05,33.7,12.0,8.9,7,,,,,,,1.0,3.0,0.18887927304197316,117.2,39.06666666666667,,,,,,,,,,,,,,200,2,,,,,,,,
175,18,I.petrana,YER,2023-03-09,0,1,8,1,YER_8.1,Middle - stream,65.3,63.5,1.0283464566929132,4146.55,41.46549999999999,24.5,15.6,6.5,8,1.0,1.0,0.0,1.0,0.0,1.0,1.0,39.0,2.455430549545651,1024.5,26.26923076923077,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,201,6,,,,,,,,
176,253,I.petrana,YER,2023-03-22,13,14,9,1,YER_9.1,Middle - stream,69.5,74.9,0.9279038718291054,5205.55,52.0555,35.5,18.0,11.6,9,3.0,3.0,0.0,3.0,0.0,3.0,1.0,23.0,1.4480744266551275,1702.7,74.0304347826087,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,202,4,,,,,,,,
177,254,I.petrana,YER,2023-03-22,13,14,9,2,YER_9.2,Middle - stream,77.0,73.2,1.0519125683060109,5636.400000000001,56.364000000000004,34.6,14.6,11.5,9,,,,,,,1.0,22.0,1.38511466897447,1379.0,62.68181818181818,,,,,,,,,,,,,,204,31,,,,,,,,
178,255,I.petrana,YER,2023-03-22,13,14,9,3,YER_9.3,Middle - stream,72.0,68.9,1.0449927431059505,4960.8,49.608000000000004,30.0,15.6,11.9,9,,,,,,,1.0,18.0,1.133275638251839,910.9,50.605555555555554,,,,,,,,,,,,,,206,0,,,,,,,,
179,132,I.petrana,YER,2023-03-19,10,11,10,1,YER_10.1,Middle - stream,62.7,59.0,1.0627118644067797,3699.3,36.993,30.7,16.0,12.8,10,10.0,4.0,6.0,4.0,2.0,6.0,1.0,38.0,2.3924707918649935,1504.1,39.58157894736842,0.6,0.8948902774053287,1.8448474255958653,,,,,,,,,,,211,0,,,,,,,,
180,133,I.petrana,YER,2023-03-19,10,11,10,2,YER_10.2,Middle - stream,56.1,51.8,1.0830115830115832,2905.98,29.0598,26.2,11.5,9.3,10,,,,,,,1.0,16.0,1.0073561228905235,499.6,31.225,,,,,,,,,,,,,,213,28,,,,,,,,
181,134,I.petrana,YER,2023-03-19,10,11,10,3,YER_10.3,Middle - stream,63.2,67.2,0.9404761904761905,4247.04,42.470400000000005,33.7,18.0,11.0,10,,,,,,,1.0,,,,,,,,,,,,,,,,,,217,0,,,,,,,,
182,257,I.petrana,YER,2023-03-22,13,14,10,4,YER_10.4,Middle - stream,59.0,62.3,0.9470304975922954,3675.7,36.757,33.0,15.7,12.2,10,,,,,,,1.0,42.0,2.6443098225876245,2205.4,52.50952380952381,,,,,,,,,,,,,,223,0,,,,,,,,
183,135,I.petrana,YER,2023-03-19,10,11,13,1,YER_13.1,Middle - stream,55.0,52.7,1.0436432637571158,2898.5,28.985000000000003,29.0,14.0,8.2,13,2.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,1.0073561228905235,552.0,34.5,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,226,5,,,,,,,,
184,19,I.petrana,YER,2023-03-09,0,1,15,1,YER_15.1,Middle - stream,58.0,55.9,1.0375670840787121,3242.2,32.422,31.9,11.1,13.4,15,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2982967591351096,0.6149491418652886,,,,,,,,,,,228,0,,,,,,,,
185,20,I.petrana,YER,2023-03-09,0,1,15,2,YER_15.2,Middle - stream,59.8,56.6,1.0565371024734982,3384.68,33.8468,26.4,10.2,8.4,15,,,,,,,1.0,22.0,1.38511466897447,637.6,28.981818181818184,,,,,,,,,,,,,,232,32,,,,,,,,
186,21,I.petrana,YER,2023-03-09,0,1,15,3,YER_15.3,Middle - stream,55.9,60.9,0.9178981937602627,3404.31,34.043099999999995,29.3,12.8,12.6,15,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,234,55,,,,,,,,
187,22,I.petrana,YER,2023-03-09,0,1,15,4,YER_15.4,Middle - stream,53.3,47.5,1.1221052631578947,2531.75,25.3175,24.9,10.8,9.7,15,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,235,26,,,,,,,,
188,143,I.petrana,YER,2023-03-19,10,11,17,1,YER_17.1,Middle - stream,42.4,56.7,0.7477954144620811,2404.08,24.0408,21.5,11.3,6.7,17,3.0,1.0,2.0,1.0,1.0,2.0,1.0,19.0,1.1962353959324967,409.1,21.531578947368423,0.6666666666666666,0.9943225304503652,2.049830472884295,,,,,,,,,,,237,13,,,,,,,,
189,141,I.petrana,YER,2023-03-19,10,11,18,1,YER_18.1,Middle - stream,47.6,54.1,0.8798521256931608,2575.1600000000003,25.7516,25.1,14.4,9.0,18,5.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2982967591351096,0.6149491418652886,,,,,,,,,,,238,0,,,,,,,,
190,142,I.petrana,YER,2023-03-19,10,11,18,2,YER_18.2,Middle - stream,41.8,53.6,0.7798507462686567,2240.48,22.404799999999998,24.8,9.1,3.9,18,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,241,2,,,,,,,,
191,140,I.petrana,YER,2023-03-19,10,11,19,1,YER_19.1,Middle - stream,58.9,60.3,0.9767827529021559,3551.6699999999996,35.51669999999999,27.0,11.8,9.3,19,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,0.18887927304197316,113.0,37.666666666666664,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,900,115,,,,,,,,
192,23,I.petrana,YER,2023-03-09,0,1,21,1,YER_21.1,Middle - stream,57.7,63.6,0.9072327044025158,3669.7200000000003,36.6972,26.5,10.7,8.0,21,5.0,2.0,3.0,2.0,0.0,2.0,1.0,39.0,2.455430549545651,1085.2,27.825641025641026,0.4,0.5965935182702192,1.2298982837305772,,,,,,,,,,,902,21,,,,,,,,
193,139,I.petrana,YER,2023-03-19,10,11,21,2,YER_21.2,Middle - stream,59.7,54.8,1.0894160583941608,3271.56,32.7156,24.6,11.9,8.4,21,,,,,,,1.0,7.0,0.4407183037646041,147.2,21.02857142857143,,,,,,,,,,,,,,903,56,,,,,,,,
194,30,I.petrana,YER,2023-03-16,7,8,26,1,YER_26.1,Middle ,62.1,69.0,0.9,4284.900000000001,42.849000000000004,29.2,14.1,7.3,26,5.0,4.0,1.0,1.0,1.0,2.0,1.0,17.0,1.0703158805711812,542.7,31.923529411764708,0.4,0.5965935182702192,1.2298982837305772,,,,,,,,,,,905,76,,,,,,,,
195,176,I.petrana,YER,2023-03-19,10,11,26,2,YER_26.2,Middle ,57.0,61.1,0.9328968903436988,3482.7000000000003,34.827000000000005,29.0,14.5,9.4,26,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,911,66,,,,,,,,
196,177,I.petrana,YER,2023-03-19,10,11,26,3,YER_26.3,Middle ,43.6,68.1,0.6402349486049927,2969.16,29.6916,22.7,9.9,8.0,26,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,914,66,,,,,,,,
197,250,I.petrana,YER,2023-03-22,13,14,26,4,YER_26.4,Middle ,59.8,59.0,1.0135593220338983,3528.2,35.282,28.2,14.4,6.9,26,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,917,0,,,,,,,,
198,28,I.petrana,YER,2023-03-09,0,1,27,1,YER_27.1,Middle ,49.9,56.0,0.8910714285714285,2794.4,27.944,29.6,11.0,7.0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,918,154,,,,,,,,
199,175,I.petrana,YER,2023-03-19,10,11,30,1,YER_30.1,Middle ,57.7,57.1,1.010507880910683,3294.67,32.9467,27.7,12.0,9.5,30,6.0,2.0,4.0,2.0,4.0,6.0,1.0,35.0,2.2035915188230204,889.1,25.402857142857144,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,920,6,,,,,,,,
200,265,I.petrana,YER,2023-03-22,13,14,30,2,YER_30.2,Middle ,53.0,54.0,0.9814814814814815,2862.0,28.62,27.2,13.0,9.0,30,,,,,,,1.0,29.0,1.8258329727390739,1045.4,36.04827586206897,,,,,,,,,,,,,,921,60,,,,,,,,
201,128,I.petrana,YER,2023-03-16,7,8,31,1,YER_31.1,Middle ,56.5,47.7,1.1844863731656183,2695.05,26.950500000000005,24.5,13.0,9.2,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,(blank),,,,,,,,,
202,26,I.petrana,YER,2023-03-09,0,1,32,1,YER_32.1,Middle ,66.0,60.3,1.0945273631840797,3979.7999999999997,39.797999999999995,33.9,14.0,8.2,32,3.0,3.0,0.0,3.0,0.0,3.0,1.0,79.0,4.97382085677196,2565.6,32.4759493670886,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,(blank),,,,,,,,,
203,27,I.petrana,YER,2023-03-09,0,1,32,2,YER_32.2,Middle ,63.2,62.3,1.014446227929374,3937.36,39.373599999999996,31.0,11.9,9.1,32,,,,,,,1.0,20.0,1.2591951536131545,647.7,32.385000000000005,,,,,,,,,,,,,,Grand Total,4949,,,,,,,,
204,260,I.petrana,YER,2023-03-22,13,14,32,3,YER_32.3,Middle ,62.8,61.8,1.0161812297734627,3881.0399999999995,38.810399999999994,31.8,13.5,10.1,32,,,,,,,1.0,19.0,1.1962353959324967,683.1,35.95263157894737,,,,,,,,,,,,,,,,,,,,,,,
205,126,I.petrana,YER,2023-03-16,7,8,33,1,YER_33.1,Middle ,56.3,61.3,0.9184339314845025,3451.1899999999996,34.5119,31.4,15.9,11.0,33,3.0,1.0,2.0,1.0,2.0,3.0,1.0,42.0,2.6443098225876245,1441.1,34.311904761904756,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,,,,,,,,,,
206,262,I.petrana,YER,2023-03-22,13,14,34,1,YER_34.1,Middle ,54.7,54.4,1.005514705882353,2975.6800000000003,29.756800000000002,26.3,15.9,11.2,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
207,173,I.petrana,YER,2023-03-19,10,11,36,1,YER_36.1,Middle ,47.7,64.1,0.7441497659906398,3057.5699999999997,30.575699999999998,22.2,12.8,10.6,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
208,150,I.petrana,YER,2023-03-19,10,11,39,1,YER_39.1,Middle ,76.8,81.8,0.9388753056234719,6282.24,62.822399999999995,36.1,17.0,11.4,39,6.0,3.0,3.0,1.0,3.0,4.0,1.0,59.0,3.7146257031588057,3166.2,53.664406779661014,0.6666666666666666,0.9943225304503652,2.049830472884295,,,,,,,,,,,,,,,,,,,,
209,151,I.petrana,YER,2023-03-19,10,11,39,2,YER_39.2,Middle ,69.4,77.6,0.8943298969072166,5385.44,53.8544,32.8,13.8,14.8,39,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
210,152,I.petrana,YER,2023-03-19,10,11,39,3,YER_39.3,Middle ,57.4,59.8,0.959866220735786,3432.5199999999995,34.325199999999995,22.9,13.7,12.5,39,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
211,153,I.petrana,YER,2023-03-19,10,11,40,1,YER_40.1,Middle ,61.9,64.2,0.9641744548286604,3973.98,39.739799999999995,30.4,16.2,9.1,40,5.0,4.0,1.0,3.0,1.0,4.0,1.0,63.0,3.9664647338814367,1256.8,19.94920634920635,0.8,1.1931870365404385,2.4597965674611544,,,,,,,,,,,,,,,,,,,,
212,154,I.petrana,YER,2023-03-19,10,11,40,2,YER_40.2,Middle ,49.6,54.0,0.9185185185185185,2678.4,26.784000000000002,24.1,12.6,13.0,40,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
213,155,I.petrana,YER,2023-03-19,10,11,40,3,YER_40.3,Middle ,58.5,62.8,0.9315286624203822,3673.7999999999997,36.73799999999999,28.8,13.8,11.2,40,,,,,,,1.0,18.0,1.133275638251839,423.8,23.544444444444444,,,,,,,,,,,,,,,,,,,,,,,
214,290,I.petrana,YER,2023-03-28,19,20,40,4,YER_40.4,Middle ,44.4,55.6,0.7985611510791366,2468.64,24.6864,25.7,14.2,13.2,40,,,,,,,1.0,19.0,1.1962353959324967,396.4,20.86315789473684,,,,,,,,,,,,,,,,,,,,,,,
215,156,I.petrana,YER,2023-03-19,10,11,43,1,YER_43.1,Middle - right,41.3,51.4,0.8035019455252917,2122.8199999999997,21.228199999999998,19.8,9.3,8.0,43,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
216,275,I.petrana,YER,2023-03-22,13,14,44,1,YER_44.1,Middle - right,59.5,59.7,0.9966499162479061,3552.15,35.5215,28.9,14.5,9.9,44,1.0,1.0,0.0,1.0,0.0,1.0,1.0,34.0,2.1406317611423624,1738.4,51.129411764705885,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,,,,,,,,,,
217,161,I.petrana,YER,2023-03-19,10,11,47,1,YER_47.1,Middle - right,39.0,60.8,0.6414473684210527,2371.2,23.712,29.0,16.3,6.7,47,17.0,5.0,12.0,4.0,9.0,13.0,1.0,11.0,0.692557334487235,431.6,39.23636363636364,0.7647058823529411,1.1405464319871836,2.351276130661397,,,,,,,,,,,,,,,,,,,,
218,162,I.petrana,YER,2023-03-19,10,11,47,2,YER_47.2,Middle - right,41.7,65.3,0.6385911179173048,2723.01,27.230099999999997,29.0,16.8,9.6,47,,,,,,,1.0,36.0,2.266551276503678,1287.5,35.763888888888886,,,,,,,,,,,,,,,,,,,,,,,
219,163,I.petrana,YER,2023-03-19,10,11,47,3,YER_47.3,Middle - right,62.3,64.0,0.9734375,3987.2,39.872,30.3,15.8,11.2,47,,,,,,,1.0,62.0,3.9035049762007787,2286.5,36.87903225806452,,,,,,,,,,,,,,,,,,,,,,,
220,164,I.petrana,YER,2023-03-19,10,11,47,4,YER_47.4,Middle - right,59.3,68.9,0.8606676342525398,4085.77,40.8577,28.1,13.3,9.2,47,,,,,,,1.0,22.0,1.38511466897447,1292.9,58.76818181818182,,,,,,,,,,,,,,,,,,,,,,,
221,165,I.petrana,YER,2023-03-19,10,11,47,5,YER_47.5,Middle - right,39.1,56.8,0.6883802816901409,2220.88,22.2088,30.0,14.5,10.6,47,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
222,171,I.petrana,YER,2023-03-19,10,11,50,1,YER_50.1,Middle - right,47.0,65.4,0.7186544342507645,3073.8,30.738000000000007,24.7,12.5,10.1,50,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7457418978377739,1.537372854663221,,,,,,,,,,,,,,,,,,,,
223,172,I.petrana,YER,2023-03-19,10,11,50,2,YER_50.2,Middle - right,56.5,77.0,0.7337662337662337,4350.5,43.505,27.7,13.7,10.0,50,,,,,,,1.0,28.0,1.7628732150584163,588.0,21.0,,,,,,,,,,,,,,,,,,,,,,,
224,207,I.petrana,YER,2023-03-22,13,14,53,1,YER_53.1,Hill - Middle,58.0,59.3,0.9780775716694773,3439.3999999999996,34.394,31.4,14.7,13.2,53,8.0,5.0,3.0,4.0,2.0,6.0,1.0,20.0,1.2591951536131545,422.7,21.134999999999998,0.75,1.118612846756661,2.306059281994832,,,,,,,,,,,,,,,,,,,,
225,208,I.petrana,YER,2023-03-22,13,14,53,2,YER_53.2,Hill - Middle,56.9,60.4,0.9420529801324503,3436.7599999999998,34.367599999999996,34.5,15.0,12.0,53,,,,,,,1.0,33.0,2.077672003461705,1100.1,33.336363636363636,,,,,,,,,,,,,,,,,,,,,,,
226,209,I.petrana,YER,2023-03-22,13,14,53,3,YER_53.3,Hill - Middle,59.4,66.9,0.8878923766816142,3973.86,39.7386,31.4,17.5,8.7,53,,,,,,,1.0,12.0,0.7555170921678926,397.0,33.083333333333336,,,,,,,,,,,,,,,,,,,,,,,
227,210,I.petrana,YER,2023-03-22,13,14,53,4,YER_53.4,Hill - Middle,51.6,59.3,0.8701517706576729,3059.88,30.5988,30.2,13.7,10.7,53,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
228,211,I.petrana,YER,2023-03-22,13,14,53,5,YER_53.5,Hill - Middle,50.8,56.6,0.8975265017667844,2875.2799999999997,28.7528,27.7,14.5,13.4,53,,,,,,,1.0,21.0,1.3221549112938122,520.3,24.776190476190475,,,,,,,,,,,,,,,,,,,,,,,
229,9,I.petrana,YER,2023-03-09,0,1,54,1,YER_54.1,Hill - Middle,71.5,60.6,1.1798679867986799,4332.900000000001,43.32900000000001,29.6,13.0,8.0,54,8.0,3.0,5.0,2.0,2.0,4.0,1.0,44.0,2.77022933794894,1318.6,29.968181818181815,0.5,0.7457418978377739,1.537372854663221,,,,,,,,,,,,,,,,,,,,
230,31,I.petrana,YER,2023-03-16,7,8,54,2,YER_54.2,Hill - Middle,69.0,59.0,1.1694915254237288,4071.0,40.71000000000001,28.5,15.5,12.6,54,,,,,,,1.0,27.0,1.6999134573777586,863.2,31.97037037037037,,,,,,,,,,,,,,,,,,,,,,,
231,32,I.petrana,YER,2023-03-16,7,8,54,3,YER_54.3,Hill - Middle,67.3,61.2,1.099673202614379,4118.76,41.187599999999996,27.7,13.0,8.7,54,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
232,33,I.petrana,YER,2023-03-16,7,8,55,1,YER_55.1,Hill - Middle,61.2,56.6,1.0812720848056538,3463.92,34.6392,27.9,14.1,8.9,55,3.0,2.0,1.0,2.0,1.0,3.0,1.0,50.0,3.147987884032886,1332.1,26.642,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,,,,,,,,,,
233,34,I.petrana,YER,2023-03-16,7,8,55,2,YER_55.2,Hill - Middle,58.2,52.2,1.1149425287356323,3038.0400000000004,30.380400000000005,29.0,11.8,9.6,55,,,,,,,1.0,33.0,2.077672003461705,525.3,15.918181818181816,,,,,,,,,,,,,,,,,,,,,,,
234,8,I.petrana,YER,2023-03-09,0,1,57,1,YER_57.1,Hill - Middle,57.2,59.9,0.9549248747913189,3426.28,34.262800000000006,29.7,14.6,6.2,57,8.0,3.0,5.0,2.0,1.0,3.0,1.0,6.0,0.3777585460839463,216.7,36.11666666666667,0.375,0.5593064233783305,1.153029640997416,,,,,,,,,,,,,,,,,,,,
235,39,I.petrana,YER,2023-03-16,7,8,57,2,YER_57.2,Hill - Middle,47.6,47.8,0.99581589958159,2275.2799999999997,22.752799999999997,25.6,11.7,8.3,57,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
236,197,I.petrana,YER,2023-03-22,13,14,57,3,YER_57.3,Hill - Middle,40.2,49.5,0.8121212121212121,1989.9,19.899000000000004,26.6,11.9,8.2,57,,,,,,,1.0,4.0,0.25183903072263086,85.3,21.325,,,,,,,,,,,,,,,,,,,,,,,
237,44,I.petrana,YER,2023-03-16,7,8,60,1,YER_60.1,Hill - Middle,55.8,50.0,1.1159999999999999,2790.0,27.9,27.1,14.4,9.6,60,6.0,4.0,2.0,4.0,1.0,5.0,1.0,42.0,2.6443098225876245,1283.1,30.549999999999997,0.8333333333333334,1.2429031630629566,2.5622880911053687,,,,,,,,,,,,,,,,,,,,
238,45,I.petrana,YER,2023-03-16,7,8,60,2,YER_60.2,Hill - Middle,51.4,52.2,0.9846743295019156,2683.08,26.8308,24.9,12.7,9.9,60,,,,,,,1.0,20.0,1.2591951536131545,347.4,17.369999999999997,,,,,,,,,,,,,,,,,,,,,,,
239,46,I.petrana,YER,2023-03-16,7,8,60,3,YER_60.3,Hill - Middle,57.0,54.1,1.0536044362292052,3083.7000000000003,30.837000000000003,30.0,13.9,8.2,60,,,,,,,1.0,15.0,0.9443963652098658,485.9,32.39333333333333,,,,,,,,,,,,,,,,,,,,,,,
240,198,I.petrana,YER,2023-03-22,13,14,60,4,YER_60.4,Hill - Middle,39.2,40.5,0.9679012345679013,1587.6000000000001,15.876000000000001,22.9,10.7,8.9,60,,,,,,,1.0,4.0,0.25183903072263086,169.1,42.275,,,,,,,,,,,,,,,,,,,,,,,
241,47,I.petrana,YER,2023-03-16,7,8,61,1,YER_61.1,Hill - Middle,45.8,49.5,0.9252525252525252,2267.1,22.671000000000003,22.3,11.3,9.2,61,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.5036780614452617,158.9,19.8625,1.0,1.4914837956755478,3.074745709326442,,,,,,,,,,,,,,,,,,,,
