Entry,Entry_species,Species,Population,Date,ID,Flower_No.,Length_mm,Width_mm,Ratio_len/wid,Multiplied,Multiplied_cm,Tunnel_len,Entr_len,Entr_Height,Photo_ID,Comments,Flowers_total,Marked,Wilted,Fruits_marked,Fruits_notmarked,Fruits_total,Fruit,seeds,weight,Avg.weight
266,35,I.petrana,YER,2023-03-16,82,1,67.2,61.4,1.0944625407166124,4126.08,41.2608,31.2,15.6,6.7,101120,,5.0,4.0,1.0,4.0,1.0,5.0,1.0,7.0,245.6,35.08571428571428
267,36,I.petrana,YER,2023-03-16,82,2,51.2,53.4,0.958801498127341,2734.08,27.3408,24.9,12.9,9.8,101147,,,,,,,,1.0,10.0,319.0,31.9
268,37,I.petrana,YER,2023-03-16,82,3,48.8,52.6,0.9277566539923954,2566.88,25.668799999999997,28.8,17.2,8.8,101202,Written 52,,,,,,,1.0,20.0,612.2,30.610000000000003
269,38,I.petrana,YER,2023-03-16,82,4,61.1,54.7,1.117001828153565,3342.17,33.42170000000001,25.0,12.3,11.8,101225,Written 52,,,,,,,1.0,32.0,884.3,27.634375
270,7,I.petrana,YER,2023-03-09,83,1,66.2,59.0,1.1220338983050848,3905.8,39.058,30.4,12.0,8.5,105533,,5.0,2.0,3.0,1.0,3.0,4.0,1.0,41.0,1078.2,26.297560975609755
271,194,I.petrana,YER,2023-03-22,83,2,30.9,41.1,0.7518248175182481,1269.99,12.6999,17.0,7.7,6,95224,,,,,,,,0.0,0.0,0.0,0.0
272,195,I.petrana,YER,2023-03-22,84,1,73.6,40.0,1.8399999999999999,2944.0,29.439999999999998,25.4,11.0,9.3,95426,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,412.7,37.518181818181816
273,43,I.petrana,YER,2023-03-16,87,1,45.5,47.1,0.9660297239915074,2143.05,21.4305,22.1,11.3,9.3,102340,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,291,I.petrana,YER,2023-03-28,87,2,55.4,56.3,0.9840142095914742,3119.02,31.1902,22.2,13.6,11.6,123330,,,,,,,,0.0,0.0,0.0,0.0
275,40,I.petrana,YER,2023-03-16,88,1,64.4,63.5,1.0141732283464568,4089.4000000000005,40.894,29.5,12.8,7.8,102111,,7.0,4.0,3.0,3.0,3.0,6.0,1.0,41.0,941.9,22.973170731707317
276,41,I.petrana,YER,2023-03-16,88,2,62.7,68.3,0.9180087847730601,4282.41,42.8241,32.2,12.2,7.5,102125,,,,,,,,1.0,53.0,1179.7,22.258490566037736
277,42,I.petrana,YER,2023-03-16,88,3,65.0,60.0,1.0833333333333333,3900.0,39.0,29.8,14.3,8.8,102141,,,,,,,,1.0,14.0,313.6,22.400000000000002
278,196,I.petrana,YER,2023-03-22,88,4,54.1,41.7,1.2973621103117505,2255.9700000000003,22.5597,20.8,9.7,4.9,100425,,,,,,,,0.0,0.0,0.0,0.0
279,92,I.petrana,YER,2023-03-16,90,1,45.7,63.9,0.7151799687010956,2920.23,29.2023,25.9,13.7,11.9,31426,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0,189.1,14.546153846153846
280,10,I.petrana,YER,2023-03-09,97,1,70.2,66.7,1.0524737631184409,4682.34,46.8234,32.4,13.4,8.1,111631,,4.0,2.0,2.0,2.0,0.0,2.0,1.0,13.0,568.8,43.75384615384615
281,64,I.petrana,YER,2023-03-16,97,2,47.4,58.7,0.807495741056218,2782.38,27.823800000000002,31.7,14.1,6.9,113306,,,,,,,,1.0,15.0,577.9,38.526666666666664
282,212,I.petrana,YER,2023-03-22,98,1,52.8,52.3,1.0095602294455066,2761.4399999999996,27.614399999999993,28.3,11.9,9.2,104525,,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,11,I.petrana,YER,2023-03-09,99,1,54.8,46.0,1.191304347826087,2520.7999999999997,25.207999999999995,26.1,13.3,6.6,111922,,8.0,4.0,4.0,2.0,2.0,4.0,1.0,26.0,511.6,19.676923076923078
284,61,I.petrana,YER,2023-03-16,99,2,49.3,47.0,1.048936170212766,2317.1,23.171,24.0,13.2,8.1,112859,,,,,,,,0.0,0.0,0.0,0.0
285,62,I.petrana,YER,2023-03-16,99,3,45.8,40.8,1.1225490196078431,1868.6399999999996,18.6864,21.4,10.0,8.3,112905,,,,,,,,0.0,0.0,0.0,0.0
286,63,I.petrana,YER,2023-03-16,99,4,49.3,48.6,1.01440329218107,2395.98,23.9598,27.8,14.3,8.4,112912,,,,,,,,1.0,22.0,188.2,8.554545454545455
287,12,I.petrana,YER,2023-03-09,100,1,60.5,55.9,1.0822898032200359,3381.95,33.8195,28.2,13.5,11.3,112056,"Fruits 1,2 ",8.0,3.0,5.0,2.0,2.0,4.0,1.0,42.0,831.7,19.802380952380954
288,13,I.petrana,YER,2023-03-09,100,2,55.6,53.2,1.045112781954887,2957.92,29.579200000000004,23.7,10.9,10.3,112103,,,,,,,,1.0,27.0,565.0,20.925925925925927
289,60,I.petrana,YER,2023-03-16,100,3,50.3,48.6,1.0349794238683128,2444.58,24.4458,23.5,12.5,9.5,112423,,,,,,,,0.0,0.0,0.0,0.0
290,88,I.petrana,YER,2023-03-16,105,1,40.2,56.0,0.7178571428571429,2251.2000000000003,22.512,25.6,11.5,6.9,125306,Written 205,2.0,2.0,0.0,2.0,0.0,2.0,1.0,25.0,578.5,23.14
291,89,I.petrana,YER,2023-03-16,105,2,51.4,61.7,0.8330632090761749,3171.38,31.7138,28.4,13.5,9.3,125314,Written 205,,,,,,,1.0,53.0,1424.8,26.883018867924527
292,87,I.petrana,YER,2023-03-16,106,1,44.8,51.9,0.8631984585741811,2325.12,23.251199999999994,23.3,10.1,6.3,124903,,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
293,191,I.petrana,YER,2023-03-19,108,1,53.0,67.5,0.7851851851851852,3577.5,35.775,23.5,13.8,6.5,145331,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,192,I.petrana,YER,2023-03-19,108,2,55.0,51.3,1.0721247563352827,2821.5,28.215,20.5,9.9,9,145336,,,,,,,,0.0,0.0,0.0,0.0
295,80,I.petrana,YER,2023-03-16,112,1,45.8,52.6,0.8707224334600759,2409.08,24.090799999999998,26.2,12.5,7.1,121502,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,456.2,25.344444444444445
296,79,I.petrana,YER,2023-03-16,115,1,56.8,60.5,0.9388429752066115,3436.3999999999996,34.364,31.0,15.0,9.2,121050,,4.0,2.0,2.0,2.0,0.0,2.0,1.0,11.0,242.1,22.009090909090908
297,248,I.petrana,YER,2023-03-22,115,2,52.0,59.6,0.87248322147651,3099.2000000000003,30.992,32.2,15.9,7.2,131726,,,,,,,,1.0,14.0,412.6,29.47142857142857
298,245,I.petrana,YER,2023-03-22,117,1,47.7,49.5,0.9636363636363637,2361.15,23.611500000000003,24.1,12.7,8.3,130943,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
299,242,I.petrana,YER,2023-03-22,118,1,63.4,63.4,1.0,4019.56,40.1956,29.2,12.3,7.8,130714,,3.0,3.0,0.0,1.0,0.0,1.0,1.0,25.0,1900.6,76.024
300,243,I.petrana,YER,2023-03-22,118,2,63.4,64.3,0.9860031104199067,4076.62,40.7662,22.2,11.9,8.6,130732,,,,,,,,0.0,0.0,0.0,0.0
301,244,I.petrana,YER,2023-03-22,118,3,58.3,76.2,0.7650918635170603,4442.46,44.4246,25.2,8.2,6.7,130745,,,,,,,,0.0,0.0,0.0,0.0
302,73,I.petrana,YER,2023-03-16,119,1,54.2,59.4,0.9124579124579125,3219.48,32.194799999999994,54.9,11.2,4.5,115725,,6.0,4.0,2.0,2.0,0.0,2.0,1.0,5.0,168.2,33.64
303,74,I.petrana,YER,2023-03-16,119,2,54.7,56.2,0.9733096085409253,3074.1400000000003,30.741400000000006,25.9,8.9,7.7,115729,Very small seeds,,,,,,,1.0,11.0,128.4,11.672727272727274
304,240,I.petrana,YER,2023-03-22,119,3,46.5,47.8,0.9728033472803348,2222.7,22.227,22.7,8.8,5.6,130129,,,,,,,,0.0,0.0,0.0,0.0
305,241,I.petrana,YER,2023-03-22,119,4,42.4,46.4,0.9137931034482759,1967.36,19.6736,20.5,10.0,6.5,130142,,,,,,,,0.0,0.0,0.0,0.0
306,237,I.petrana,YER,2023-03-22,120,1,55.8,58.8,0.9489795918367346,3281.0399999999995,32.8104,29.6,13.7,7.9,125323,,5.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
307,238,I.petrana,YER,2023-03-22,120,2,61.2,85.5,0.7157894736842105,5232.6,52.32600000000001,30.8,11.4,12.5,125331,,,,,,,,1.0,18.0,476.9,26.494444444444444
308,239,I.petrana,YER,2023-03-22,120,3,49.9,61.8,0.8074433656957929,3083.8199999999997,30.8382,26.8,13.1,6.9,125345,,,,,,,,0.0,0.0,0.0,0.0
309,91,I.petrana,YER,2023-03-16,121,1,74.0,77.3,0.9573091849935317,5720.2,57.202,34.7,11.7,9,130926,Seed dispersed (bag off),3.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,256.7,42.78333333333333
310,236,I.petrana,YER,2023-03-22,121,2,42.8,65.0,0.6584615384615384,2782.0,27.819999999999997,29.5,13.9,7.1,124946,,,,,,,,1.0,11.0,408.2,37.10909090909091
311,4,I.petrana,YER,2023-03-09,122,1,53.2,49.5,1.0747474747474748,2633.4,26.334000000000003,25.8,11.8,7.4,101347,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,118.6,19.766666666666666
312,71,I.petrana,YER,2023-03-16,123,1,49.8,57.8,0.8615916955017301,2878.4399999999996,28.784399999999994,26.4,14.8,8.6, - ,Small seeds,2.0,2.0,0.0,1.0,0.0,1.0,1.0,33.0,535.6,16.23030303030303
313,72,I.petrana,YER,2023-03-16,123,2,34.2,49.4,0.6923076923076924,1689.48,16.8948,14.9,11.4,9.9, - ,,,,,,,,0.0,0.0,0.0,0.0
314,90,I.petrana,YER,2023-03-16,124,1,64.2,56.8,1.1302816901408452,3646.56,36.465599999999995,28.6,14.3,9.3,130703,,4.0,4.0,0.0,3.0,0.0,3.0,1.0,35.0,1085.9,31.025714285714287
315,233,I.petrana,YER,2023-03-22,124,2,56.1,46.7,1.2012847965738758,2619.8700000000003,26.198700000000002,25.3,11.3,8.3,124709,,,,,,,,0.0,0.0,0.0,0.0
316,234,I.petrana,YER,2023-03-22,124,3,58.9,49.1,1.1995926680244398,2891.9900000000002,28.9199,26.3,14.3,9,124718,,,,,,,,1.0,20.0,530.5,26.525
317,235,I.petrana,YER,2023-03-22,124,4,50.4,50.3,1.0019880715705767,2535.12,25.3512,27.3,15.3,11.9,124729,,,,,,,,1.0,5.0,211.9,42.38
318,3,I.petrana,YER,2023-03-09,127,1,60.5,59.3,1.0202360876897134,3587.6499999999996,35.8765,29.0,9.9,7.1,95122,,8.0,4.0,4.0,2.0,1.0,3.0,1.0,28.0,838.3,29.939285714285713
319,75,I.petrana,YER,2023-03-16,127,2,55.0,77.3,0.7115135834411385,4251.5,42.515,30.1,13.5,7.5,120406,,,,,,,,0.0,0.0,0.0,0.0
320,76,I.petrana,YER,2023-03-16,127,3,47.1,70.9,0.6643159379407616,3339.3900000000003,33.3939,27.5,10.6,6.5,120416,,,,,,,,1.0,0.0,0.0,0.0
321,77,I.petrana,YER,2023-03-16,127,4,47.2,50.9,0.9273084479371317,2402.48,24.024800000000003,25.8,9.9,6.4,120426,,,,,,,,0.0,0.0,0.0,0.0
322,1,I.petrana,YER,2023-03-09,128,1,67.4,55.8,1.2078853046594984,3760.92,37.6092,30.9,13.8,8.9,95108,,8.0,5.0,3.0,5.0,3.0,8.0,1.0,64.0,2359.8,36.871875
323,2,I.petrana,YER,2023-03-09,128,2,65.5,64.0,1.0234375,4192.0,41.92,29.2,12.1,7.3,95112,,,,,,,,1.0,0.0,0.0,0.0
324,78,I.petrana,YER,2023-03-16,128,3,54.3,66.6,0.8153153153153153,3616.3799999999997,36.163799999999995,32.8,12.9,8.8,120800,,,,,,,,1.0,79.0,2509.9,31.770886075949367
325,246,I.petrana,YER,2023-03-22,128,4,49.9,50.7,0.9842209072978303,2529.9300000000003,25.299300000000002,24.9,12.2,9.6,131254,,,,,,,,1.0,21.0,501.4,23.876190476190477
326,247,I.petrana,YER,2023-03-22,128,5,43.8,51.5,0.8504854368932039,2255.7,22.557000000000002,26.9,12.3,5.8,131314,,,,,,,,1.0,22.0,672.0,30.545454545454547
327,129,I.petrana,YER,2023-03-16,131,1,51.8,50.6,1.0237154150197627,2621.08,26.210800000000003,25.2,12.0,7.9,54302,Flower was gone ,1.0,1.0,0.0,,0.0,,,,,
328,261,I.petrana,YER,2023-03-22,135,1,62.4,59.2,1.054054054054054,3694.08,36.9408,26.3,15.4,11.2,142244,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,25.0,507.6,20.304000000000002
329,287,I.petrana,YER,2023-03-28,135,2,55.6,56.1,0.9910873440285205,3119.1600000000003,31.191600000000005,29.1,15.9,7.3,110923,,,,,,,,1.0,7.0,261.6,37.371428571428574
330,181,I.petrana,YER,2023-03-19,137,1,42.2,56.7,0.7442680776014109,2392.7400000000002,23.927400000000002,25.7,15.5,8.6,131918,,4.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,169.8,28.3
331,186,I.petrana,YER,2023-03-19,143,1,56.0,61.8,0.9061488673139159,3460.7999999999997,34.608,26.8,11.9,9.2,134449,,8.0,5.0,3.0,3.0,3.0,6.0,1.0,15.0,421.5,28.1
332,187,I.petrana,YER,2023-03-19,143,2,52.4,67.9,0.7717231222385861,3557.96,35.579600000000006,31.0,12.7,10.9,134508,,,,,,,,1.0,36.0,1200.5,33.34722222222222
333,281,I.petrana,YER,2023-03-28,143,3,67.7,63.0,1.0746031746031746,4265.1,42.651,31.3,14.1,10.1,104327+104352,,,,,,,,1.0,12.0,648.1,54.00833333333333
334,282,I.petrana,YER,2023-03-28,143,4,74.1,64.6,1.1470588235294117,4786.859999999999,47.86859999999999,36.1,17.5,7.4,104410,,,,,,,,0.0,0.0,0.0,0.0
335,283,I.petrana,YER,2023-03-28,143,5,68.9,65.0,1.06,4478.5,44.785000000000004,32.5,14.9,9,104421+104423,,,,,,,,0.0,0.0,0.0,0.0
336,284,I.petrana,YER,2023-03-28,146,1,62.9,76.3,0.8243774574049804,4799.2699999999995,47.9927,29.7,11.8,7.3,110324,,3.0,3.0,0.0,3.0,0.0,3.0,1.0,18.0,1250.0,69.44444444444444
337,285,I.petrana,YER,2023-03-28,146,2,63.7,63.9,0.996870109546166,4070.4300000000003,40.704299999999996,27.6,13.0,9.5,110343,,,,,,,,1.0,16.0,594.1,37.13125
338,286,I.petrana,YER,2023-03-28,146,3,61.2,59.3,1.0320404721753795,3629.16,36.291599999999995,27.9,12.3,8.3,110351,,,,,,,,1.0,13.0,497.4,38.26153846153846
339,277,I.petrana,YER,2023-03-28,147,1,50.5,67.5,0.7481481481481481,3408.75,34.0875,30.9,10.3,7.9,101043,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,33.0,2060.3,62.43333333333334
340,182,I.petrana,YER,2023-03-19,148,1,56.4,62.8,0.8980891719745223,3541.9199999999996,35.4192,30.2,10.5,9.8,132937,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,38.0,906.5,23.855263157894736
341,256,I.petrana,YER,2023-03-22,156,1,40.0,42.7,0.9367681498829039,1708.0,17.080000000000002,25.1,12.6,8.9,140815,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,144,I.petrana,YER,2023-03-19,157,1,52.9,57.4,0.921602787456446,3036.46,30.364600000000003,30.3,15.0,9.4,110322,,7.0,4.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0
343,145,I.petrana,YER,2023-03-19,157,2,44.5,60.4,0.7367549668874173,2687.7999999999997,26.878,30.9,15.7,6.5,110328,,,,,,,,1.0,13.0,305.6,23.50769230769231
344,146,I.petrana,YER,2023-03-19,157,3,38.2,49.4,0.7732793522267207,1887.0800000000002,18.8708,22.8,15.2,7.9,110340,,,,,,,,1.0,14.0,326.4,23.314285714285713
345,147,I.petrana,YER,2023-03-19,157,4,49.4,51.1,0.9667318982387475,2524.34,25.243399999999998,25.7,15.4,8.8,110403,,,,,,,,1.0,19.0,605.6,31.873684210526317
346,29,I.petrana,YER,2023-03-09,161,1,51.7,58.9,0.8777589134125637,3045.13,30.451299999999996,28.9,12.5,9.3, - ,,7.0,2.0,5.0,1.0,5.0,6.0,1.0,10.0,296.7,29.669999999999998
347,264,I.petrana,YER,2023-03-22,161,2,45.9,48.9,0.9386503067484663,2244.5099999999998,22.445099999999996,20.4,8.5,4,143334,,,,,,,,0.0,0.0,0.0,0.0
348,258,I.petrana,YER,2023-03-22,163,1,63.0,50.9,1.237721021611002,3206.7,32.067,29.7,17.7,13.4,141523,,3.0,3.0,0.0,3.0,0.0,3.0,1.0,16.0,664.4,41.525
349,259,I.petrana,YER,2023-03-22,163,2,55.6,54.6,1.0183150183150182,3035.76,30.3576,27.7,15.7,11.8,141540,,,,,,,,1.0,0.0,0.0,0.0
350,288,I.petrana,YER,2023-03-28,163,3,51.6,52.0,0.9923076923076923,2683.2000000000003,26.832,28.7,15.8,9,111212,,,,,,,,1.0,0.0,0.0,0.0
351,24,I.petrana,YER,2023-03-09,165,1,65.5,65.8,0.9954407294832828,4309.9,43.099,27.5,14.3,7.8,154936,,3.0,2.0,1.0,2.0,1.0,3.0,1.0,39.0,1085.2,27.825641025641026
352,25,I.petrana,YER,2023-03-09,165,2,61.5,52.6,1.1692015209125475,3234.9,32.349000000000004,21.9,10.7,14.1,154944,,,,,,,,1.0,44.0,1054.5,23.96590909090909
353,127,I.petrana,YER,2023-03-16,167,1,69.9,60.7,1.1515650741350907,4242.93,42.429300000000005,29.3,13.8,10.5,52150,,3.0,3.0,0.0,2.0,0.0,2.0,1.0,57.0,1543.4,27.077192982456143
354,174,I.petrana,YER,2023-03-19,167,2,49.8,70.0,0.7114285714285714,3486.0,34.86,24.7,10.8,11.5,122909,,,,,,,,0.0,0.0,0.0,0.0
355,263,I.petrana,YER,2023-03-22,167,3,58.7,55.2,1.0634057971014492,3240.2400000000002,32.4024,28.9,12.6,9,143006,,,,,,,,1.0,34.0,1278.2,37.59411764705882
356,136,I.petrana,YER,2023-03-19,168,1,53.2,52.6,1.0114068441064639,2798.32,27.9832,24.6,9.7,7.2,103501,,6.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
357,137,I.petrana,YER,2023-03-19,168,2,63.4,53.2,1.1917293233082706,3372.88,33.7288,26.8,9.9,8.3,103509,,,,,,,,1.0,40.0,1338.9,33.472500000000004
358,138,I.petrana,YER,2023-03-19,168,3,62.2,67.0,0.9283582089552239,4167.400000000001,41.67400000000001,24.7,11.3,6.6,103528,,,,,,,,1.0,44.0,1328.3,30.188636363636363
359,149,I.petrana,YER,2023-03-19,170,1,55.2,62.0,0.8903225806451613,3422.4,34.224000000000004,28.5,14.6,9.4,111659,,7.0,5.0,2.0,5.0,2.0,7.0,1.0,38.0,1611.9,42.41842105263158
360,268,I.petrana,YER,2023-03-22,170,2,55.1,56.4,0.9769503546099291,3107.64,31.076399999999996,28.9,11.9,10.9,144705,,,,,,,,1.0,17.0,581.9,34.22941176470588
361,269,I.petrana,YER,2023-03-22,170,3,47.4,54.4,0.8713235294117647,2578.56,25.7856,31.6,14.5,8.5,144717,,,,,,,,1.0,27.0,1680.5,62.24074074074074
362,270,I.petrana,YER,2023-03-22,170,4,49.5,50.4,0.9821428571428572,2494.7999999999997,24.948,28.3,11.8,10.4,144732,,,,,,,,1.0,16.0,600.1,37.50625
363,271,I.petrana,YER,2023-03-22,170,5,44.4,51.5,0.8621359223300971,2286.6,22.866,30.1,15.4,8.2,144745,,,,,,,,1.0,22.0,1121.2,50.96363636363637
364,159,I.petrana,YER,2023-03-19,172,1,51.2,66.6,0.7687687687687689,3409.92,34.099199999999996,25.7,11.6,9.4,114021,,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
365,267,I.petrana,YER,2023-03-22,172,2,58.1,62.2,0.9340836012861736,3613.82,36.138200000000005,28.4,13.5,11.4,144258,,,,,,,,1.0,22.0,1017.7,46.25909090909091
366,157,I.petrana,YER,2023-03-19,173,1,45.4,58.0,0.7827586206896552,2633.2,26.332,23.0,13.2,13.5,113804,,4.0,2.0,2.0,2.0,1.0,3.0,1.0,9.0,347.0,38.55555555555556
367,158,I.petrana,YER,2023-03-19,173,2,54.4,53.1,1.024482109227872,2888.64,28.8864,24.9,15.2,11,113814,,,,,,,,1.0,6.0,160.8,26.8
368,169,I.petrana,YER,2023-03-19,174,1,56.5,58.0,0.9741379310344828,3277.0,32.77,28.4,12.6,4.5,120548,174B,3.0,3.0,0.0,2.0,0.0,2.0,1.0,12.0,486.1,40.50833333333333
369,170,I.petrana,YER,2023-03-19,174,2,52.4,62.8,0.8343949044585988,3290.72,32.907199999999996,22.2,10.2,13,120601,174B,,,,,,,0.0,0.0,0.0,0.0
370,266,I.petrana,YER,2023-03-22,174,3,72.7,63.3,1.1484992101105846,4601.91,46.0191,34.2,15.0,12,144132,174B,,,,,,,1.0,33.0,942.0,28.545454545454547
371,160,I.petrana,YER,2023-03-19,175,1,58.4,60.5,0.965289256198347,3533.2,35.332,29.3,13.5,10.4,114316,,4.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
372,166,I.petrana,YER,2023-03-19,177,1,57.9,56.4,1.0265957446808511,3265.56,32.6556,25.6,15.5,8.5,115839,,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,167,I.petrana,YER,2023-03-19,177,2,47.7,53.4,0.8932584269662922,2547.1800000000003,25.4718,30.8,14.1,7.9,115849,,,,,,,,0.0,0.0,0.0,0.0
374,168,I.petrana,YER,2023-03-19,177,3,53.2,57.6,0.9236111111111112,3064.32,30.6432,30.9,14.2,10.7,115856,,,,,,,,0.0,0.0,0.0,0.0
375,125,I.petrana,YER,2023-03-16,179,1,55.9,55.8,1.0017921146953406,3119.22,31.1922,25.8,12.7,8.9,51217,,5.0,5.0,0.0,3.0,0.0,3.0,1.0,44.0,1351.7,30.720454545454547
376,272,I.petrana,YER,2023-03-22,179,2,51.4,65.4,0.7859327217125381,3361.5600000000004,33.6156,27.2,15.0,10,145320,,,,,,,,1.0,8.0,131.1,16.3875
377,273,I.petrana,YER,2023-03-22,179,3,48.4,52.7,0.9184060721062618,2550.68,25.506800000000002,27.2,10.6,7.9,145330,,,,,,,,0.0,0.0,0.0,0.0
378,274,I.petrana,YER,2023-03-22,179,4,45.0,59.7,0.7537688442211055,2686.5,26.865000000000002,27.9,12.1,7.3,145338,,,,,,,,0.0,0.0,0.0,0.0
379,289,I.petrana,YER,2023-03-28,179,5,48.6,52.9,0.9187145557655955,2570.94,25.709400000000002,30.3,14.0,7.5,112202,,,,,,,,1.0,30.0,1110.1,37.00333333333333
380,15,I.petrana,YER,2023-03-09,181,1,65.2,66.4,0.9819277108433735,4329.280000000001,43.29280000000001,35.2,8.9,8.5,115331,,9.0,3.0,6.0,3.0,5.0,8.0,1.0,44.0,981.1,22.297727272727272
381,110,I.petrana,YER,2023-03-16,181,2,51.2,58.6,0.8737201365187713,3000.32,30.003200000000003,33.9,13.9,9,42909,,,,,,,,1.0,27.0,1014.6,37.577777777777776
382,111,I.petrana,YER,2023-03-16,181,3,50.4,53.4,0.9438202247191011,2691.3599999999997,26.9136,31.2,11.2,8.6,42931,,,,,,,,1.0,19.0,541.9,28.521052631578947
383,112,I.petrana,YER,2023-03-16,185,1,58.5,67.1,0.8718330849478391,3925.3499999999995,39.253499999999995,27.2,15.3,8,43858,,6.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
384,113,I.petrana,YER,2023-03-16,185,2,55.1,55.2,0.9981884057971014,3041.5200000000004,30.415200000000002,30.5,13.6,9.1,43918,,,,,,,,1.0,28.0,734.3,26.224999999999998
385,114,I.petrana,YER,2023-03-16,185,3,48.7,46.6,1.0450643776824036,2269.42,22.694200000000002,24.8,11.4,9.1,43942,,,,,,,,1.0,8.0,223.0,27.875
386,115,I.petrana,YER,2023-03-16,185,4,46.6,52.5,0.8876190476190476,2446.5,24.465,25.4,12.1,10.3,43955,,,,,,,,0.0,0.0,0.0,0.0
387,227,I.petrana,YER,2023-03-22,188,1,60.2,61.4,0.980456026058632,3696.28,36.9628,33.3,15.8,7.9,114314,,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
388,228,I.petrana,YER,2023-03-22,188,2,67.2,63.0,1.0666666666666667,4233.6,42.336000000000006,33.0,14.5,7.5,114320,,,,,,,,1.0,6.0,272.0,45.333333333333336
389,108,I.petrana,YER,2023-03-16,192,1,68.4,58.7,1.1652470187393527,4015.0800000000004,40.150800000000004,34.2,13.4,8.2,41951,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,51.0,1548.5,30.362745098039216
390,121,I.petrana,YER,2023-03-16,193,1,54.2,62.7,0.8644338118022329,3398.34,33.9834,31.3,15.2,10.5,50158,,7.0,5.0,2.0,3.0,2.0,5.0,1.0,47.0,1360.5,28.9468085106383
391,122,I.petrana,YER,2023-03-16,193,2,61.9,64.7,0.9567233384853168,4004.9300000000003,40.0493,32.3,15.8,8.6,50203,,,,,,,,0.0,0.0,0.0,0.0
392,123,I.petrana,YER,2023-03-16,193,3,60.9,58.1,1.0481927710843373,3538.29,35.3829,28.2,15.3,8.5,50209,,,,,,,,1.0,15.0,582.1,38.806666666666665
393,124,I.petrana,YER,2023-03-16,193,4,52.2,55.2,0.9456521739130435,2881.4400000000005,28.814400000000006,22.8,12.7,8.5,50215,"Fruit was open, no bag",,,,,,,1.0,,,
394,221,I.petrana,YER,2023-03-22,193,5,45.5,57.7,0.7885615251299827,2625.35,26.253500000000003,27.5,12.7,8.5,112909,,,,,,,,0.0,0.0,0.0,0.0
395,107,I.petrana,YER,2023-03-16,195,1,65.3,58.2,1.1219931271477661,3800.46,38.004599999999996,32.5,15.6,13.4,41240+41244,,6.0,6.0,0.0,5.0,0.0,5.0,1.0,34.0,1013.3,29.802941176470586
396,222,I.petrana,YER,2023-03-22,195,2,64.6,57.7,1.119584055459272,3727.42,37.2742,26.6,13.9,12.3,113608_01+113608_99+113617,,,,,,,,1.0,17.0,825.0,48.529411764705884
397,223,I.petrana,YER,2023-03-22,195,3,62.3,58.8,1.0595238095238095,3663.24,36.6324,30.0,11.8,10.5,113551,,,,,,,,1.0,44.0,1618.7,36.788636363636364
398,224,I.petrana,YER,2023-03-22,195,4,61.7,55.6,1.1097122302158273,3430.5200000000004,34.3052,30.8,14.4,11.1,113633,,,,,,,,1.0,17.0,618.4,36.37647058823529
399,225,I.petrana,YER,2023-03-22,195,5,54.2,58.2,0.9312714776632303,3154.4400000000005,31.5444,32.5,11.8,8.9,113647+113649,,,,,,,,0.0,0.0,0.0,0.0
400,294,I.petrana,YER,2023-03-28,195,6,60.4,53.4,1.1310861423220975,3225.3599999999997,32.2536,27.4,14.2,11.7,125356,,,,,,,,1.0,10.0,495.8,49.58
401,219,I.petrana,YER,2023-03-22,200,1,55.0,51.0,1.0784313725490196,2805.0,28.049999999999997,29.0,16.0,17.3,112119,,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
402,220,I.petrana,YER,2023-03-22,200,2,46.6,45.2,1.0309734513274336,2106.32,21.063200000000002,24.8,12.0,14.8,112135,,,,,,,,1.0,2.0,64.8,32.4
